Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	UnLockInterval
Tuyết Vũ Thiên Hương-✭✭✭✭	Lv.16	1	1	12	1806	10	\image\item\equip\horse\viphuli02_s1.spr	\image\item\equip\horse\viphuli02_1.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	47	47	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thỏ Vui Vẻ-✭✭✭✭	Lv.16	1	1	12	1807	10	\image\item\equip\horse\tuerye_s.spr	\image\item\equip\horse\tuerye.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	50	50	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thái Đạt Kim Quang-✭✭✭✭	Lv.16	1	1	12	1808	10	\image\item\equip\horse\daxiang_s.spr	\image\item\equip\horse\daxiang.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	51	51	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thiên Hạ Vũ Uy-✭✭✭✭	Lv.16	1	1	12	1809	10	\image\item\equip\horse\qianlima_s.spr	\image\item\equip\horse\qianlima.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	53	53	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Diệu Dương Chi Hỏa-✭✭✭✭	Lv.16	1	1	12	1810	10	\image\item\equip\horse\qiongqi_s.spr	\image\item\equip\horse\qiongqi.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	56	56	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Viêm Dương Long Tử-✭✭✭✭	Lv.16	1	1	12	1811	10	\image\item\equip\horse\yanyangzhizi_s.spr	\image\item\equip\horse\yanyangzhizi.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	57	57	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Mật Thành Thiết Kỵ-✭✭✭✭	Lv.16	1	1	12	1812	10	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	44	44	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Ưng Phi-✭✭✭✭	Lv.16	1	1	12	1813	10	\image\item\equip\horse\vipma_hong_s.spr	\image\item\equip\horse\vipma_hong.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	68	68	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Yên Hoa-✭✭✭✭	Lv.16	1	1	12	1814	10	\image\item\equip\horse\vipma_lv_s.spr	\image\item\equip\horse\vipma_lv.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	70	70	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Tuyết Hồng Quỳ-✭✭✭✭	Lv.16	1	1	12	1815	10	\image\item\equip\horse\2020vip2a1.spr	\image\item\equip\horse\2020vip2a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	87	87	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Tuyết Mực Quỳ-✭✭✭✭	Lv.16	1	1	12	1816	10	\image\item\equip\horse\2020vip3a1.spr	\image\item\equip\horse\2020vip3a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	88	88	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thích Vân Đích Lô-✭✭✭✭	Lv.16	1	1	12	1817	10	\image\item\equip\horse\2021vip01a1.spr	\image\item\equip\horse\2021vip01a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	89	89	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Tước Linh Đạp Tuyết-✭✭✭✭	Lv.16	1	1	12	1818	10	\image\item\equip\horse\2021vip04a1.spr	\image\item\equip\horse\2021vip04a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	92	92	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Dực Tiến-✭✭✭✭	Lv.16	1	1	12	1819	10	\image\item\equip\horse\2022vip01a1.spr	\image\item\equip\horse\2022vip01a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	94	94	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Bôn Ngự Phong-✭✭✭✭	Lv.16	1	1	12	1820	10	\image\item\equip\horse\2022vip02a1.spr	\image\item\equip\horse\2022vip02a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	95	95	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Hắc Phong Đạp Vân-✭✭✭✭	Lv.16	1	1	12	1821	10	\image\item\equip\horse\2023vip01a1.spr	\image\item\equip\horse\2023vip01a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	99	99	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Bạch Vân Truy Phong-✭✭✭✭	Lv.16	1	1	12	1822	10	\image\item\equip\horse\2023vip02a1.spr	\image\item\equip\horse\2023vip02a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	98	98	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thiên Long Thanh Vân-✭✭✭✭	Lv.16	1	1	12	1823	10	\image\item\equip\horse\Icon_ThanhVan.spr	\image\item\equip\horse\View_ThanhVan.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	100	100	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thánh Thú Hồng Sư-✭✭✭✭	Lv.16	1	1	12	1824	10	\image\item\equip\horse\jiurui_s.spr	\image\item\equip\horse\jiurui.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	101	101	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Hắc Vũ Thiên Hương-✭✭✭✭	Lv.16	1	1	12	1825	10	\image\item\equip\horse\vipyaohu3_s.spr	\image\item\equip\horse\vipyaohu3.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	102	102	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Tuyết Linh Thần Phong-✭✭✭✭	Lv.16	1	1	12	1826	10	\image\item\equip\horse\2018vip2_s.spr	\image\item\equip\horse\2018vip2.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	103	103	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thiên Lang-✭✭✭✭	Lv.16	1	1	12	1827	10	\image\item\equip\horse\viplang_s.spr	\image\item\equip\horse\viplang.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	105	105	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Viêm Hỏa Thương Lang-✭✭✭✭	Lv.16	1	1	12	1828	10	\image\item\equip\horse\2018vip1_s.spr	\image\item\equip\horse\2018vip1.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	104	104	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Nguyệt Ngân Thần Quỳ-✭✭✭✭	Lv.16	1	1	12	1829	10	\image\item\equip\horse\2020vip1a1.spr	\image\item\equip\horse\2020vip1a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	86	86	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Tuyết Sí Liên Vũ-✭✭✭✭	Lv.16	1	1	12	1830	10	\image\item\equip\horse\2021vip02a1.spr	\image\item\equip\horse\2021vip02a0.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	90	90	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thiết Sư-✭✭✭✭	Lv.16	1	1	12	1831	10	\setting\Immagine\horse\TrungChauVoCuc_Ngua00.spr	\setting\Immagine\horse\TrungChauVoCuc_Ngua01.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	64	64	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Hỏa Cự Long-✭✭✭✭	Lv.16	1	1	12	1832	10	\setting\Immagine\horse\icon_HoaKyLan.spr	\setting\Immagine\horse\View_HoaKyLan.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	96	96	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
Thủy Cự Long-✭✭✭✭	Lv.16	1	1	12	1833	10	\setting\Immagine\horse\icon_ThuyKyLan.spr	\setting\Immagine\horse\View_ThuyKyLan.spr	32	Tọa Kỵ VIP 12		0	1	1200000000			3		horse	97	97	damage_all_resist	850	850					lifemax_v	8000	8000	-1	-1			lifemax_p	95	95					lifereplenish_p	105	105					defencedeadlystrikedamagetrim	95	95					allskill_v	1	1	1	1										fastlifereplenish_v	5000	5000	-1	-1	0	0	fastmanareplenish_v	5000	5000	-1	-1	0	0	adddefense_v	3200	3200	-1	-1	0	0	5	125																																																											fastwalkrun_p	130	130	-1	-1	0	0	lifereplenish_v	2000	2000	-1	-1	0	0	armordefense_v	850	850	-1	-1	0	0	staminamax_v	1500	1500	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	3000	3000	-1	-1	0	0	604800
