Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval
86		12	1	1	185	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	85		3	0	1			1	0	equip	86	86	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
87		12	1	1	186	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	86		3	0	1			1	0	equip	87	87	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
88		12	1	1	187	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	87		3	0	1			1	0	equip	88	88	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
89		12	1	1	188	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	88		3	0	1			1	0	equip	89	89	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
90		12	1	1	189	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	89		3	0	1			1	0	equip	90	90	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
91		12	1	1	190	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	90		3	0	1			1	0	equip	91	91	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
92		12	1	1	191	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	91		3	0	1			1	0	equip	92	92	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
93		12	1	1	192	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	92		3	0	1			1	0	equip	93	93	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
94		12	1	1	193	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	93		3	0	1			1	0	equip	94	94	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
95		12	1	1	194	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	94		3	0	1			1	0	equip	95	95	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
96		12	1	1	195	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	95		3	0	1			1	0	equip	96	96	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
97		12	1	1	196	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	96		3	0	1			1	0	equip	97	97	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
98		12	1	1	197	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	97		3	0	1			1	0	equip	98	98	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
99		12	1	1	198	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	98		3	0	1			1	0	equip	99	99	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
100		12	1	1	199	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	99		3	0	1			1	0	equip	100	100	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
101		12	1	1	200	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	100		3	0	1			1	0	equip	101	101	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
102		12	1	1	201	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	101		3	0	1			1	0	equip	102	102	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
103		12	1	1	202	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	102		3	0	1			1	0	equip	103	103	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
104		12	1	1	203	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	103		3	0	1			1	0	equip	104	104	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
105		12	1	1	204	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	104		3	0	1			1	0	equip	105	105	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
106		12	1	1	205	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	105		3	0	1			1	0	equip	106	106	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
107		12	1	1	206	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	106		3	0	1			1	0	equip	107	107	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
108		12	1	1	207	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	107		3	0	1			1	0	equip	108	108	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
109		12	1	1	208	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	108		3	0	1			1	0	equip	109	109	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
110		12	1	1	209	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	109		3	0	1			1	0	equip	110	110	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
111		12	1	1	210	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	110		3	0	1			1	0	equip	111	111	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
112		12	1	1	211	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	111		3	0	1			1	0	equip	112	112	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
reskiem		12	1	1	214	10	\setting\Immagine\item\TrangBiMoi\ThanhHa_Kiem_00.spr	\setting\Immagine\item\TrangBiMoi\ThanhHa_Kiem_01.spr	9	reskiem		3	0	1			1	0	equip	100	100	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Kiếm		12	1	1	215	10	\image\item\equip\shenwu\wuqi\sw_jian_1a.spr	\image\item\equip\shenwu\wuqi\sw_jian_1.spr	9	53		3	0	1			1	0	equip	54	54	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Đao		12	1	1	216	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	54		3	0	1			1	0	equip	55	55	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Thương		12	1	1	217	10	\image\item\equip\shenwu\wuqi\sw_qiang_1a.spr	\image\item\equip\shenwu\wuqi\sw_qiang_1.spr	9	55		3	0	1			1	0	equip	56	56	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Bổng		12	1	1	218	10	\image\item\equip\shenwu\wuqi\sw_gun_1a.spr	\image\item\equip\shenwu\wuqi\sw_gun_1.spr	9	56		3	0	1			1	0	equip	57	57	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Chùy		12	1	1	219	10	\image\item\equip\shenwu\wuqi\sw_chui_1a.spr	\image\item\equip\shenwu\wuqi\sw_chui_1.spr	9	57		3	0	1			1	0	equip	58	58	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
TT		12	1	1	220	10	\image\item\equip\shenwu\wuqi\sw_jianshi_1a.spr	\image\item\equip\shenwu\wuqi\sw_jianshi_1.spr	9			3	0	1			1	0	equip			weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Phi Dao		12	1	1	221	10	\image\item\equip\shenwu\wuqi\sw_feidao_1a.spr	\image\item\equip\shenwu\wuqi\sw_feidao_1.spr	9			3	0	1			1	0	equip			weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Kiếm		12	1	1	222	10	\image\item\equip\shenwu\wuqi\sw_jian_2a.spr	\image\item\equip\shenwu\wuqi\sw_jian_2.spr	9	53		3	0	1			1	0	equip	54	54	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Đao		12	1	1	223	10	\image\item\equip\shenwu\wuqi\sw_dao_2a.spr	\image\item\equip\shenwu\wuqi\sw_dao_2.spr	9	54		3	0	1			1	0	equip	55	55	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Thương		12	1	1	224	10	\image\item\equip\shenwu\wuqi\sw_qiang_2a.spr	\image\item\equip\shenwu\wuqi\sw_qiang_2.spr	9	55		3	0	1			1	0	equip	56	56	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Bổng		12	1	1	225	10	\image\item\equip\shenwu\wuqi\sw_gun_2a.spr	\image\item\equip\shenwu\wuqi\sw_gun_2.spr	9	56		3	0	1			1	0	equip	57	57	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Chùy		12	1	1	226	10	\image\item\equip\shenwu\wuqi\sw_chui_2a.spr	\image\item\equip\shenwu\wuqi\sw_chui_2.spr	9	57		3	0	1			1	0	equip	58	58	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
TT		12	1	1	227	10	\image\item\equip\shenwu\wuqi\sw_jianshi_2a.spr	\image\item\equip\shenwu\wuqi\sw_jianshi_2.spr	9			3	0	1			1	0	equip			weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Phi Dao		12	1	1	228	10	\image\item\equip\shenwu\wuqi\sw_feidao_2a.spr	\image\item\equip\shenwu\wuqi\sw_feidao_2.spr	9			3	0	1			1	0	equip			weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Kiếm		12	1	1	229	10	\setting\Immagine\item\TrangBiMoi\sw_jian_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_jian_3.spr	9	53		3	0	1			1	0	equip	54	54	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Đao		12	1	1	230	10	\setting\Immagine\item\TrangBiMoi\sw_dao_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_dao_3.spr	9	54		3	0	1			1	0	equip	55	55	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Thương		12	1	1	231	10	\setting\Immagine\item\TrangBiMoi\sw_qiang_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_qiang_3.spr	9	55		3	0	1			1	0	equip	56	56	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Bổng		12	1	1	232	10	\setting\Immagine\item\TrangBiMoi\sw_gun_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_gun_3.spr	9	56		3	0	1			1	0	equip	57	57	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Chùy		12	1	1	233	10	\setting\Immagine\item\TrangBiMoi\sw_chui_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_chui_3.spr	9	57		3	0	1			1	0	equip	58	58	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
TT		12	1	1	234	10	\setting\Immagine\item\TrangBiMoi\sw_jianshi_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_jianshi_3.spr	9			3	0	1			1	0	equip			weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Phi Dao		12	1	1	235	10	\setting\Immagine\item\TrangBiMoi\sw_feidao_3a.spr	\setting\Immagine\item\TrangBiMoi\sw_feidao_3.spr	9			3	0	1			1	0	equip			weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Kiếm - Res 101	101	12	1	1	236	10	\setting\Immagine\item\Item_2025\item_2025a_6.spr	\setting\Immagine\item\Item_2025\item_2025s_6.spr	9	101		3	0	1			1	0	equip	101	101	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Đao Đỏ - Res 102	102	12	1	1	237	10	\setting\Immagine\item\Item_2025\item_2025a_11a.spr	\setting\Immagine\item\Item_2025\item_2025s_11.spr	9	102		3	0	1			1	0	equip	102	102	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Thương Xanh - Res 103	103	12	1	1	238	10	\setting\Immagine\item\Item_2025\item_2025a_10.spr	\setting\Immagine\item\Item_2025\item_2025s_10.spr	9	103		3	0	1			1	0	equip	103	103	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Bổng Vàng - Res 104	104	12	1	1	239	10	\setting\Immagine\item\Item_2025\item_2025a_8.spr	\setting\Immagine\item\Item_2025\item_2025s_8.spr	9	104		3	0	1			1	0	equip	104	104	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Chùy Xanh - Res 105	105	12	1	1	240	10	\setting\Immagine\item\Item_2025\item_2025a_9.spr	\setting\Immagine\item\Item_2025\item_2025s_9.spr	9	105		3	0	1			1	0	equip	105	105	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
Đao Cong Trắng - Res 106	106	12	1	1	241	10	\setting\Immagine\item\Item_2025\item_2025a_5.spr	\setting\Immagine\item\Item_2025\item_2025s_5.spr	9	106		3	0	1			1	0	equip	106	106	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
